cartoon_title,character,start_year,end_year
The Roman Holidays,Brutus,1972,1972
The Roman Holidays,Precocia,1972,1972
The Roman Holidays,Laurie Holiday,1972,1972
The Roman Holidays,Mr. Tycoonis,1972,1972
The Roman Holidays,Mr. Evictus,1972,1972
The Roman Holidays,Groovia,1972,1972
The Roman Holidays,Curvia,1972,1972
The Roman Holidays,Herman,1972,1972
Sealab 2020,Dr. Paul Williams,1972,1972
Sealab 2020,Captain Mike Murphy,1972,1972
Sealab 2020,Robert Murphy,1972,1972
Sealab 2020,Lieutenant Sparks,1972,1972
Sealab 2020,Hal Bryant,1972,1972
Sealab 2020,Gail Adams,1972,1972
Sealab 2020,Ed Thomas,1972,1972
Sealab 2020,Jamie,1972,1972
Sealab 2020,Mrs. Thomas,1972,1972
Sealab 2020,Sally,1972,1972
Josie and the Pussy Cats in Outer Space,Alexandra Cabot,1972,1974
Josie and the Pussy Cats in Outer Space,Alan M.,1972,1974
Josie and the Pussy Cats in Outer Space,Melody,1972,1974
Josie and the Pussy Cats in Outer Space,Alexander Cabot III,1972,1974
Josie and the Pussy Cats in Outer Space,Bleep,1972,1974
Josie and the Pussy Cats in Outer Space,Valerie,1972,1974
Josie and the Pussy Cats in Outer Space,Josie,1972,1974
Josie and the Pussy Cats in Outer Space,Canyonion,1972,1974
Josie and the Pussy Cats in Outer Space,Arkapos,1972,1974
Josie and the Pussy Cats in Outer Space,Zorb,1972,1974
Yogi's Gang,Yogi Bear,1973,1975
Yogi's Gang,Magilla Gorilla,1973,1975
Yogi's Gang,Cindy Bear,1973,1975
Yogi's Gang,Lotta Litter,1973,1975
Yogi's Gang,Boo Boo Bear,1973,1975
Yogi's Gang,Doggie Daddy,1973,1975
Yogi's Gang,Parrot,1973,1975
Yogi's Gang,Female,1973,1975
Goober and the Ghost Chasers,Goober,1973,1975
Goober and the Ghost Chasers,Tina,1973,1975
Goober and the Ghost Chasers,Gilly,1973,1975
Goober and the Ghost Chasers,Ted,1973,1975
Goober and the Ghost Chasers,Danny Partridge,1973,1975
Goober and the Ghost Chasers,Tracey Partridge,1973,1975
Goober and the Ghost Chasers,Laurie Partridge,1973,1975
Goober and the Ghost Chasers,Chris Partridge,1973,1975
"Inch High, Private Eye",Laurie,1973,1973
"Inch High, Private Eye",Gator,1973,1973
"Inch High, Private Eye",Braveheart,1973,1973
"Inch High, Private Eye",Mr. Finkerton,1973,1973
"Inch High, Private Eye",Inch High,1973,1973
"Inch High, Private Eye",Mrs. Finkerton,1973,1973
Jeannie,Jeannie,1973,1975
Jeannie,Corey Anders,1973,1975
Jeannie,Babu,1973,1975
Jeannie,Henry Glopp,1973,1975
Jeannie,Mrs. Anders,1973,1975
Jeannie,Hadji,1973,1975
Devlin,Henry 'Hank' McSummers,1974,1976
Devlin,Ernie Devlin,1974,1976
Devlin,Tod Devlin,1974,1976
Devlin,Maria,1974,1976
Devlin,Sandy Devlin,1974,1976
Devlin,Aunt Martha,1974,1976
Partridge Family 2200 AD,Danny Partridge,1974,1975
Partridge Family 2200 AD,Laurie Partridge,1974,1975
Partridge Family 2200 AD,Chris Partridge,1974,1975
Partridge Family 2200 AD,Tracey Partridge,1974,1975
Partridge Family 2200 AD,Connie Partridge,1974,1975
Partridge Family 2200 AD,Keith Partridge,1974,1975
Partridge Family 2200 AD,Reuben Kinkaid,1974,1975
Partridge Family 2200 AD,Marion,1974,1975
Partridge Family 2200 AD,Orbit,1974,1975
These Are the Days,Homer,1974,1974
These Are the Days,Kathy Day,1974,1974
These Are the Days,Danny Day,1974,1974
These Are the Days,Jeff Day,1974,1974
These Are the Days,Martha Day,1974,1974
These Are the Days,Ben Day,1974,1974
Valley of the Dinosaurs,Kim Butler,1974,1974
Valley of the Dinosaurs,Katie Butler,1974,1974
Valley of the Dinosaurs,John Butler,1974,1974
Valley of the Dinosaurs,Greg Butler,1974,1974
Valley of the Dinosaurs,Tana,1974,1974
Valley of the Dinosaurs,Gara,1974,1974
Valley of the Dinosaurs,Gorak,1974,1974
Valley of the Dinosaurs,Digger,1974,1974
Wheelie and the Chopper Bunch,Deputy Fishtail,1974,1975
Wheelie and the Chopper Bunch,Rota Ree,1974,1975
Wheelie and the Chopper Bunch,Hi-Riser,1974,1975
Wheelie and the Chopper Bunch,Chopper,1974,1975
Wheelie and the Chopper Bunch,Revs,1974,1975
The Great Grape Ape Show,Great Grape Ape,1975,1975
The Great Grape Ape Show,Beegle Beagle,1975,1975
The Mumbly Cartoon Show,Lt. Mumbly,1976,1976
The Mumbly Cartoon Show,Shnooker,1976,1976
"Dynomutt, Dog Wonder",Blue Falcon,1976,1977
"Dynomutt, Dog Wonder",Dynomutt the Dog Wonder,1976,1977
"Dynomutt, Dog Wonder",Shaggy,1976,1977
"Dynomutt, Dog Wonder",Scooby Doo,1976,1977
"Dynomutt, Dog Wonder",Daphne,1976,1977
"Dynomutt, Dog Wonder",Mr. Hyde,1976,1977
"Dynomutt, Dog Wonder",Velma,1976,1977
"Dynomutt, Dog Wonder",Damsel Woman In Distress,1976,1977
"Dynomutt, Dog Wonder",F.O.C.U.S. One,1976,1977
"Dynomutt, Dog Wonder",The Queen Hornet,1976,1977
Clue Club,D.D.,1976,1979
Clue Club,Larry,1976,1979
Clue Club,Wimper,1976,1979
Clue Club,Pepper,1976,1979
Clue Club,Dotty,1976,1979
Clue Club,Woofer,1976,1979
Clue Club,Sheriff Bagley,1976,1979
Jabberjaw,Biff Starke,1976,1978
Jabberjaw,Jabberjaw Shark,1976,1978
Jabberjaw,Cleveland 'Clam-Head' Rogers,1976,1978
Jabberjaw,Bubbles Blowton,1976,1978
Jabberjaw,Shelly LaMarine,1976,1978
Scooby's Laff-A Lympics,"Brenda Chance, Daisy Mayhem",1977,1979
Scooby's Laff-A Lympics,Fred Flintstone,1977,1979
Scooby's Laff-A Lympics,Cindy Bear,1977,1979
Scooby's Laff-A Lympics,Babu,1977,1979
Scooby's Laff-A Lympics,Captain Caveman,1977,1979
Scooby's Laff-A Lympics,Augie Doggie,1977,1979
Scooby's Laff-A Lympics,Hong Kong Phooey,1977,1979
Scooby's Laff-A Lympics,Dinky Dalton,1977,1979
Scooby's Laff-A Lympics,Mr. Creeply,1977,1979
Scooby's Laff-A Lympics,Jeannie,1977,1979
The Skatebirds,Satchel Pelican,1977,1978
The Skatebirds,Knock-Knock Woodpecker,1977,1978
The Skatebirds,Scooter Penguin,1977,1978
The Skatebirds,Scat Cat,1977,1978
The Skatebirds,Larry Fine,1977,1978
The Skatebirds,Dooley Lawrence,1977,1978
The Skatebirds,Willie Sheeler,1977,1978
The Skatebirds,Sue Corwin,1977,1978
The Skatebirds,Doctor Strange,1977,1978
The Skatebirds,Agent Triple-Zero,1977,1978
C B Bears,Sidney Merciless,1977,1977
C B Bears,Big H,1977,1977
C B Bears,Chief,1977,1977
C B Bears,Duke,1977,1977
C B Bears,Bump,1977,1977
C B Bears,Charlie,1977,1977
The All-New Super Friends Hour,Aquaman,1977,1978
The All-New Super Friends Hour,Gleek,1977,1978
The All-New Super Friends Hour,Superman,1977,1978
The All-New Super Friends Hour,Wonder Woman,1977,1978
The All-New Super Friends Hour,Robin,1977,1978
The All-New Super Friends Hour,Batman,1977,1978
The All-New Super Friends Hour,Jayna,1977,1978
The All-New Super Friends Hour,Hawkman,1977,1978
The All-New Super Friends Hour,Green Lantern,1977,1978
The All-New Popeye Hour,Olive Oyl,1978,1983
The All-New Popeye Hour,Popeye,1978,1983
The All-New Popeye Hour,Bluto,1978,1983
The All-New Popeye Hour,Monica,1978,1983
The All-New Popeye Hour,Wimpy,1978,1983
The All-New Popeye Hour,Sandy,1978,1983
The All-New Popeye Hour,Uncle Dudley,1978,1983
The All-New Popeye Hour,Dinky,1978,1983
Yogi's Space Race,Scare Bear,1978,1978
Yogi's Space Race,Quack-Up,1978,1978
Yogi's Space Race,Huckleberry Hound,1978,1978
Yogi's Space Race,Sheriff Muletrain,1978,1978
Yogi's Space Race,Woody,1978,1978
Yogi's Space Race,Cindy Mae,1978,1978
Yogi's Space Race,Fenwick Fuddy,1978,1978
Yogi's Space Race,Deputy Goofer McGee,1978,1978
Yogi's Space Race,Wendy,1978,1978
Challenge of the Superfriends,Hawkman,1978,1978
Challenge of the Superfriends,Cheetah,1978,1978
Challenge of the Superfriends,The Riddler,1978,1978
Challenge of the Superfriends,Aquaman,1978,1978
Challenge of the Superfriends,Black Manta,1978,1978
Challenge of the Superfriends,Superman,1978,1978
Challenge of the Superfriends,Wonder Woman,1978,1978
Challenge of the Superfriends,Giganta,1978,1978
Challenge of the Superfriends,Black Vulcan,1978,1978
Challenge of the Superfriends,Lex Luthor,1978,1978
The New Fred and Barney Show,Fred Flintstone,1979,1979
The New Fred and Barney Show,Betty Rubble,1979,1979
The New Fred and Barney Show,Barney Rubble,1979,1979
The New Fred and Barney Show,Bamm-Bamm Rubble,1979,1979
The New Fred and Barney Show,Pebbles Flintstone,1979,1979
The New Fred and Barney Show,Mr. Slate,1979,1979
Fred and Barney Meet the Thing,The Thing,1979,1979
Fred and Barney Meet the Thing,Ronald Radford,1979,1979
Fred and Barney Meet the Thing,Spike,1979,1979
Fred and Barney Meet the Thing,Benjy Grimm,1979,1979
Fred and Barney Meet the Thing,Kelly,1979,1979
Fred and Barney Meet the Thing,"Betty, Miss Twilly",1979,1979
Fred and Barney Meet the Thing,Turkey,1979,1979
Fred and Barney Meet the Thing,Dr. Harkness,1979,1979
Fred and Barney Meet the Thing,Betty Rubble,1979,1979
Fred and Barney Meet the Thing,Barney Rubble,1979,1979
Casper and the Angels,Casper the Friendly Ghost,1979,1979
Casper and the Angels,Nerdly,1979,1979
Casper and the Angels,Space Patrol Officer Maxie,1979,1979
Casper and the Angels,Space Patrol Officer Minnie,1979,1979
Casper and the Angels,Commander,1979,1979
The New Shmoo,Shmoo,1979,1979
The New Shmoo,Nita,1979,1979
The New Shmoo,Mickey,1979,1979
The New Shmoo,Billy Joe,1979,1979
The Super Globetrotters,Liquid Man,1979,1979
The Super Globetrotters,Freddie 'Curly' Neal,1979,1979
The Super Globetrotters,Spaghetti Man,1979,1979
The Super Globetrotters,'Sweet' Lou Dunbar,1979,1979
The Super Globetrotters,Crime Globe,1979,1979
The Super Globetrotters,Hubert 'Geese' Ausbie,1979,1979
The Super Globetrotters,Bull Moose,1979,1979
The Super Globetrotters,Count Bragula,1979,1979
The Super Globetrotters,Lioness,1979,1979
Fred and Barney Meet the Shmoo,Mr. Slate,1979,1979
Fred and Barney Meet the Shmoo,Betty Rubble,1979,1979
Fred and Barney Meet the Shmoo,The Thing,1979,1979
Fred and Barney Meet the Shmoo,Barney Rubble,1979,1979
Fred and Barney Meet the Shmoo,Nita,1979,1979
Fred and Barney Meet the Shmoo,Fred Flintstone,1979,1979
Fred and Barney Meet the Shmoo,Ronald Redford,1979,1979
Fred and Barney Meet the Shmoo,Mickey,1979,1979
Fred and Barney Meet the Shmoo,Billy Joe,1979,1979
Fred and Barney Meet the Shmoo,Bamm-Bamm Rubble,1979,1979
Drak Pack,Dr. Dred,1980,1980
Drak Pack,Fly,1980,1980
Drak Pack,Frankie,1980,1980
Drak Pack,Drak Jr.,1980,1980
Drak Pack,Mummy Man,1980,1980
Drak Pack,Vampira,1980,1980
Drak Pack,Count Dracula,1980,1980
The Flintstone Comedy Show,Barney Rubble,1980,1980
The Flintstone Comedy Show,Fred Flintstone,1980,1980
The Flintstone Comedy Show,Bamm-Bamm Rubble,1980,1980
The Flintstone Comedy Show,Pebbles Flintstone,1980,1980
The Flintstone Comedy Show,Wilma Flintstone,1980,1980
The Flintstone Comedy Show,Betty Rubble,1980,1980
The Flintstone Comedy Show,Rockjaw,1980,1980
The Flintstone Comedy Show,Hidea Frankenstone,1980,1980
The Flintstone Comedy Show,Frank Frankenstone,1980,1980
The Flintstone Comedy Show,Freaky Frankenstone,1980,1980
The Fonz and the Happy Days Gang,The Fonz,1980,1981
The Fonz and the Happy Days Gang,Richie Cunningham,1980,1981
The Fonz and the Happy Days Gang,Ralph Malph,1980,1981
The Fonz and the Happy Days Gang,Cupcake,1980,1981
The Fonz and the Happy Days Gang,Mr. Cool,1980,1981
The Fonz and the Happy Days Gang,Erik,1980,1981
The Fonz and the Happy Days Gang,Umbra,1980,1981
The Fonz and the Happy Days Gang,Queen,1980,1981
The Fonz and the Happy Days Gang,Pauline,1980,1981
The Fonz and the Happy Days Gang,Smuggler,1980,1981
The Ri¢hie Ri¢h/Scooby-Doo Show,Reggie Van Dough,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Professor Keenbean,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Irona,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Cadbury,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Shaggy Rogers,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Richie Rich,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Scooby-Doo,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Dollar,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Freckles Friendly,1980,1982
The Ri¢hie Ri¢h/Scooby-Doo Show,Gloria Patterson,1980,1982
Laverne & Shirley in the Army,Laverne DeFazio,1981,1982
Laverne & Shirley in the Army,Sgt. Squealy,1981,1982
Laverne & Shirley in the Army,Shirley Feeney,1981,1982
Laverne & Shirley in the Army,Sgt. Turnbuckle,1981,1982
Laverne & Shirley in the Army,Outlaw,1981,1982
Laverne & Shirley in the Army,The Fonz,1981,1982
The Kwicky Koala Show,Bristletooth,1981,1982
The Kwicky Koala Show,Ratso,1981,1982
The Kwicky Koala Show,Officer Bullhorn,1981,1982
The Kwicky Koala Show,Joey Bungle,1981,1982
The Kwicky Koala Show,Kwicky Koala,1981,1982
The Kwicky Koala Show,Wilford Wolf,1981,1982
The Kwicky Koala Show,Dirty Dawg,1981,1982
The Kwicky Koala Show,George Bungle,1981,1982
The Kwicky Koala Show,Crazy Claws,1981,1982
The Kwicky Koala Show,Rawhide Clyde,1981,1982
Trollkins,Grubb Trollmaine,1981,1981
Trollkins,Slug,1981,1981
Trollkins,Deputroll Dotty,1981,1981
Trollkins,Deputroll Flake,1981,1981
Trollkins,Sheriff Pudge Trollsom,1981,1981
Trollkins,Afid,1981,1981
Trollkins,Blitz,1981,1981
Trollkins,Bogg,1981,1981
Trollkins,Mayor Lumpkin,1981,1981
The Gary Coleman Show,Andy Le Beau,1982,1982
The Gary Coleman Show,Chris,1982,1982
The Gary Coleman Show,Angelica,1982,1982
The Gary Coleman Show,Tina,1982,1982
The Gary Coleman Show,Haggle,1982,1982
The Gary Coleman Show,Bartholomew,1982,1982
The Gary Coleman Show,Spence,1982,1982
The Gary Coleman Show,Lydia,1982,1982
The Gary Coleman Show,Hornswoggle,1982,1982
The Gary Coleman Show,Matt,1982,1982
The Biskitts,Scat,1983,1983
The Biskitts,Dog Foot,1983,1983
The Biskitts,Wiggle,1983,1983
The Biskitts,Mooch,1983,1983
The Biskitts,Downer,1983,1983
The Biskitts,Sweets,1983,1983
The Biskitts,Wags,1983,1983
The Biskitts,Bump,1983,1983
The Biskitts,Shiner,1983,1983
The Biskitts,Shecky,1983,1983
Pink Panther and Sons,Pinky,1984,1984
Pink Panther and Sons,Panky,1984,1984
Pink Panther and Sons,Chatta,1984,1984
Pink Panther and Sons,Finko,1984,1984
Pink Panther and Sons,Murfel,1984,1984
Pink Panther and Sons,Anney,1984,1984
Pink Panther and Sons,Howl,1984,1984
Pink Panther and Sons,Bowlhead,1984,1984
Pink Panther and Sons,Buckethead,1984,1984
Paw Paws,PaPooch,1985,1986
Paw Paws,Ross Bumble Paw,1985,1986
Paw Paws,Princess Paw Paw,1985,1986
Paw Paws,Aunt Pruney,1985,1986
Paw Paws,Eugene the Genie,1985,1986
Paw Paws,Wise Paw,1985,1986
Paw Paws,Trembly Paw,1985,1986
Paw Paws,Brave Paw,1985,1986
Paw Paws,Mighty Paw,1985,1986
Paw Paws,Dark Paw,1985,1986
Yogi's Treasure Hunt,Huckleberry Hound,1985,1988
Yogi's Treasure Hunt,Muttley,1985,1988
Yogi's Treasure Hunt,Dick Dastardly,1985,1988
Yogi's Treasure Hunt,Doggie Daddy,1985,1988
Yogi's Treasure Hunt,Top Cat,1985,1988
Yogi's Treasure Hunt,Chopper,1985,1988
Yogi's Treasure Hunt,Penelope Pitstop,1985,1988
Yogi's Treasure Hunt,Greed Monster,1985,1988
Yogi's Treasure Hunt,Headmaster,1985,1988
The Completely Mental Misadventures of Ed Grimley,Ed Grimley,1988,1989
The Completely Mental Misadventures of Ed Grimley,Count Floyd,1988,1989
The Completely Mental Misadventures of Ed Grimley,Mrs. Freebus,1988,1989
The Completely Mental Misadventures of Ed Grimley,Miss Malone,1988,1989
The Completely Mental Misadventures of Ed Grimley,Roger Gustav,1988,1989
The Completely Mental Misadventures of Ed Grimley,Sheldon,1988,1989
The Completely Mental Misadventures of Ed Grimley,Wendell Malone,1988,1989
The Completely Mental Misadventures of Ed Grimley,Young Ed Grimley,1988,1989
The New Yogi Bear Show,Cindy Bear,1988,1990
The New Yogi Bear Show,Yogi Bear,1988,1990
The New Yogi Bear Show,Boo Boo,1988,1990
The Further Adventures of SuperTed,SuperTed,1989,1989
The Further Adventures of SuperTed,Spotty,1989,1989
The Further Adventures of SuperTed,Bulk,1989,1989
The Further Adventures of SuperTed,Skeleton,1989,1989
The Further Adventures of SuperTed,Texas Pete,1989,1989
The Further Adventures of SuperTed,Blotch,1989,1989
The Further Adventures of SuperTed,Billy,1989,1989
The Adventures of Don Coyote and Sancho Panda,Dapple,1990,1990
The Adventures of Don Coyote and Sancho Panda,Sancho Panda,1990,1990
The Adventures of Don Coyote and Sancho Panda,Don Coyote,1990,1990
The Adventures of Don Coyote and Sancho Panda,Rosinante,1990,1990
Tom & Jerry Kids Show,Jerry,1990,1994
Tom & Jerry Kids Show,Droopy,1990,1994
Tom & Jerry Kids Show,Dripple,1990,1994
Tom & Jerry Kids Show,Miss Vavoom,1990,1994
Tom & Jerry Kids Show,Tyke,1990,1994
Tom & Jerry Kids Show,Spike,1990,1994
Tom & Jerry Kids Show,Calaboose Cal,1990,1994
Tom & Jerry Kids Show,Clyde,1990,1994
Tom & Jerry Kids Show,Little Blonde Girl,1990,1994
Tom & Jerry Kids Show,Kyle the Cat,1990,1994
"Wake, Rattle & Roll",Elvis,1990,1992
"Wake, Rattle & Roll",Bulk Logan,1990,1992
"Wake, Rattle & Roll",Sam Baxter,1990,1992
"Wake, Rattle & Roll",D.E.C.K.S,1990,1992
"Wake, Rattle & Roll",D.E.C.K.S.,1990,1992
"Wake, Rattle & Roll",Grandpa Quirk,1990,1992
"Wake, Rattle & Roll",K.C.,1990,1992
"Wake, Rattle & Roll",Debbie Baxter,1990,1992
"Wake, Rattle & Roll",Catula,1990,1992
"Wake, Rattle & Roll",Ronald Chump,1990,1992
Timeless Tales from Hallmark,Emily,1990,1991
Timeless Tales from Hallmark,Kevin,1990,1991
Timeless Tales from Hallmark,Dog,1990,1991
Timeless Tales from Hallmark,Alec,1990,1991
Timeless Tales from Hallmark,Sir Slippery,1990,1991
Timeless Tales from Hallmark,Teddy Bear,1990,1991
Timeless Tales from Hallmark,Frogbrauten,1990,1991
Midnight Patrol: Adventures in the Dream Zone,Rocky,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Sebastian,1990,1990
Midnight Patrol: Adventures in the Dream Zone,The Grand Dozer,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Giant Cat,1990,1990
Midnight Patrol: Adventures in the Dream Zone,The Chief,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Jester Dog,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Nightmare Prince's Mother,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Rosie,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Nick,1990,1990
Midnight Patrol: Adventures in the Dream Zone,Keiko,1990,1990
Yo Yogi!,Snagglepuss,1991,1992
Yo Yogi!,Boo Boo,1991,1992
Yo Yogi!,Dick 'Dickie' Dastardly,1991,1992
Yo Yogi!,Cindy Bear,1991,1992
Yo Yogi!,Max the Mole,1991,1992
Yo Yogi!,Huckleberry Hound,1991,1992
Yo Yogi!,William Shakesbear,1991,1992
Yo Yogi!,Hokey Wolf,1991,1992
Yo Yogi!,Doggie Daddy,1991,1992
Yo Yogi!,Augie Doggie,1991,1992
Young Robin Hood,Will Scarlet,1991,1992
Young Robin Hood,Robin Hood,1991,1992
Young Robin Hood,Mathilda,1991,1992
Young Robin Hood,Gertrude of Griswald,1991,1992
Young Robin Hood,Gilbert of Gisbourn,1991,1992
Young Robin Hood,Sheriff of Nottingham,1991,1992
Young Robin Hood,Hagalah,1991,1992
Young Robin Hood,Alan-A-Dale,1991,1992
Young Robin Hood,Prince John,1991,1992
Young Robin Hood,Little John,1991,1992
The Addams Family,Gomez Addams,1992,1993
The Addams Family,Morticia Addams,1992,1993
The Addams Family,Wednesday Addams,1992,1993
The Addams Family,Pugsley Addams,1992,1993
The Addams Family,Uncle Fester,1992,1993
The Addams Family,Lurch,1992,1993
The Addams Family,Mrs. Normanmeyer,1992,1993
The Addams Family,Mr. Limp,1992,1993
The Addams Family,D.I. Holler,1992,1993
The Addams Family,Grandmama Addams,1992,1993
Droopy: Master Detective,Dripple,1993,1994
Droopy: Master Detective,Miss Vavoom,1993,1994
Droopy: Master Detective,Droopy,1993,1994
Droopy: Master Detective,Dweeble,1993,1994
Droopy: Master Detective,Rumpley,1993,1994
Droopy: Master Detective,Auntie Snoople,1993,1994
Dumb and Dumber,Harry Dunne,1995,1996
Dumb and Dumber,Lloyd Christmas,1995,1996
Dumb and Dumber,Weenie,1995,1996
Dumb and Dumber,Fingers,1995,1996
Dumb and Dumber,Andy Santa's Little Helper,1995,1996
Dumb and Dumber,George,1995,1996
Dumb and Dumber,General Blackout,1995,1996
Dumb and Dumber,Art Type,1995,1996
Cave Kids,Pebbles Flintstone,1997,1997
Cave Kids,Dino,1997,1997
Cave Kids,Bamm-Bamm,1997,1997
Cave Kids,Bamm Bamm,1997,1997
Cave Kids,Baby Pebbles,1997,1997
Cave Kids,Bug,1997,1997
Cave Kids,Rat,1997,1997
"Ronja, the Robber's Daughter",Ronja,2014,2014
"Ronja, the Robber's Daughter",Fjosok,2014,2014
"Ronja, the Robber's Daughter",Lill-Klippen,2014,2014
"Ronja, the Robber's Daughter",Borka,2014,2014
"Ronja, the Robber's Daughter",Noodle Pete,2014,2014
"Ronja, the Robber's Daughter",Mattis,2014,2014
"Ronja, the Robber's Daughter",Birk,2014,2014
"Ronja, the Robber's Daughter",Lovis,2014,2014
Waynehead,Mo' Money,1996,1997
Waynehead,Toof,1996,1997
Waynehead,Damey,1996,1997
Waynehead,Roz,1996,1997
Waynehead,Marvin,1996,1997
Waynehead,Mom,1996,1997
Waynehead,Blue,1996,1997
Waynehead,Kevin,1996,1997
Waynehead,Dad,1996,1997
Waynehead,Tripod,1996,1997
The Legend of Calamity Jane,Calamity Jane,1997,1998
The Legend of Calamity Jane,Joe Presto,1997,1998
The Legend of Calamity Jane,Wild Bill Hickok,1997,1998
The Legend of Calamity Jane,Quanna Parker,1997,1998
The Legend of Calamity Jane,Capitaine John O'Rourke,1997,1998
The Legend of Calamity Jane,Lonely Sue,1997,1998
The Legend of Calamity Jane,Leilani,1997,1998
The Legend of Calamity Jane,Capt. John O'Rourke,1997,1998
Channel Umptee-3,Pandora Rickets,1997,1997
Channel Umptee-3,Stickley Rickets,1997,1997
Channel Umptee-3,Ogden Ostrich,1997,1997
Channel Umptee-3,Sheldon S. Cargo,1997,1997
Histeria!,Pepper Mills,1998,2000
Histeria!,Miss Information,1998,2000
Histeria!,Father Time,1998,2000
Histeria!,Big Fat Baby,1998,2000
Histeria!,Loud Kiddington,1998,2000
Histeria!,Histeria Kid Chorus,1998,2000
Histeria!,Froggo,1998,2000
Histeria!,Lucky Bob,1998,2000
Histeria!,Chit Chatterson,1998,2000
"Pinky, Elmyra & the Brain",Pinky,1998,1999
"Pinky, Elmyra & the Brain",The Brain,1998,1999
"Pinky, Elmyra & the Brain",Elmyra Duff,1998,1999
"Pinky, Elmyra & the Brain",Rudy Mookich,1998,1999
"Pinky, Elmyra & the Brain",Ms. Entebee,1998,1999
"Pinky, Elmyra & the Brain",Baloney,1998,1999
"Pinky, Elmyra & the Brain",Jackie,1998,1999
The Cat & Birdy Warneroonie Pinky Brainy Big Cartoonie Show,Karen,1999,2000
The Cat & Birdy Warneroonie Pinky Brainy Big Cartoonie Show,Kirby,1999,2000
Detention,Gug,1999,2003
Detention,Jim Kim,1999,2003
Detention,Shelley Kelley,1999,2003
Detention,Miss Kisskillya,1999,2003
Detention,Lemonjella,1999,2003
Detention,Orangejella,1999,2003
Detention,Shareena,1999,2003
Detention,Emmitt,1999,2003
Detention,Yo-Yo,1999,2003
Detention,Patsy Wickett,1999,2003
Max Steel,Josh McGrath,2000,2002
Max Steel,Max Steel,2000,2002
Max Steel,Dr. Roberto Martinez,2000,2002
Max Steel,Jefferson Smith,2000,2002
Max Steel,Rachel Leeds,2000,2002
Max Steel,John Dread,2000,2002
Max Steel,Psycho,2000,2002
Max Steel,Laura Chen,2000,2002
Max Steel,Chuck Marshak,2000,2002
Max Steel,Dragonelle,2000,2002
Generation O!,Mrs. O!,2000,2000
Generation O!,Molly O!,2000,2000
Generation O!,Mr. O!,2000,2000
Generation O!,Buzz O!,2000,2000
Generation O!,Colonel Bob,2000,2000
Generation O!,Chadd,2000,2000
Generation O!,Nub,2000,2000
Generation O!,Eddie,2000,2000
Rescue Heroes,Bill Barker,1999,2013
Rescue Heroes,Roger Houston,1999,2013
Rescue Heroes,Gil Gripper,1999,2013
Rescue Heroes,Cliff Hanger,1999,2013
Rescue Heroes,Rocky Canyon,1999,2013
Rescue Heroes,Billy Blazes,1999,2013
Rescue Heroes,Jake Justice,1999,2013
Rescue Heroes,Jack Hammer,1999,2013
Rescue Heroes,Steve,1999,2013
Rescue Heroes,Princess,1999,2013
Phantom Investigators,Casey,2002,2002
Phantom Investigators,Daemona's Mom,2002,2002
Phantom Investigators,Daemona's Dad,2002,2002
Phantom Investigators,Kira,2002,2002
Phantom Investigators,Matzarathulu,2002,2002
Phantom Investigators,Melanie,2002,2002
Ozzy & Drix,Drix,2002,2003
Ozzy & Drix,Osmosis Jones,2002,2003
Ozzy & Drix,Mayor Spryman,2002,2003
Ozzy & Drix,Hector Cruz,2002,2003
Ozzy & Drix,Maria Amino,2002,2003
Ozzy & Drix,Travis Lum,2002,2003
Ozzy & Drix,Police Chief Gluteus,2002,2003
Ozzy & Drix,Ellen Patella,2002,2003
Ozzy & Drix,Rescue Cell,2002,2003
MegaMan: NT Warrior,Lan Hikari,2001,2005
MegaMan: NT Warrior,Higsby,2001,2005
MegaMan: NT Warrior,Maylu Sakurai,2001,2005
MegaMan: NT Warrior,BrightMan,2001,2005
MegaMan: NT Warrior,Dr. Wily,2001,2005
MegaMan: NT Warrior,CutMan,2001,2005
MegaMan: NT Warrior,Roll,2001,2005
MegaMan: NT Warrior,Mr. Match,2001,2005
Poochini's Yard,Billy White,2000,2000
Poochini's Yard,Poochini,2000,2000
Poochini's Yard,Wendy White,2000,2000
Poochini's Yard,Dirt,2000,2000
Astro Boy,Shibugaki,2003,2004
Astro Boy,Astro Boy,2003,2004
Astro Boy,Tawashi,2003,2004
Astro Boy,Zoran,2003,2004
Astro Boy,Tenma,2003,2004
Astro Boy,Matthew,2003,2004
Astro Boy,Atlas,2003,2004
Astro Boy,Nora,2003,2004
Da Boom Crew,Jerome,2004,2005
Da Boom Crew,Hedlok,2004,2005
Da Boom Crew,Jubei,2004,2005
