cartoon_title,character,start_year,end_year
Assy McGee,Doctor,2006,2008
Assy McGee,Mark,2006,2008
Assy McGee,Mayor,2006,2008
Assy McGee,Mrs. Sanchez,2006,2008
Astroboy,Astro boy,1980,2004
Astroboy,Astro Boy,1980,2004
Astroboy,Astroboy,1980,2004
Astroboy,Atlas,1980,2004
Astroboy,Daddy,1980,2004
Astroboy,Dr. Ochanomizu,1980,2004
Astroboy,Dr.Tenma,1980,2004
Astroboy,Higeoyaji,1980,2004
Astroboy,Uran,1980,2004
Atomic Betty,Admiral DeGill,2004,2010
Atomic Betty,Betty,2004,2010
Atomic Betty,Minimus PU,2004,2010
Atomic Betty,Mom,2004,2010
Atomic Betty,Noah,2004,2010
Atomic Betty,Penelope,2004,2010
Atomic Betty,Principal Peterson,2004,2010
Atomic Betty,Robot X-5,2004,2010
Atomic Betty,Sparky,2004,2010
Atomic Betty,Supreme Overlord Maximus IQ,2004,2010
Attack on Titan,Armin Arlert,2013,2013
Attack on Titan,Armin Artlelt,2013,2013
Attack on Titan,Connie Springer,2013,2013
Attack on Titan,Conny Springer,2013,2013
Attack on Titan,Eren Jaeger,2013,2013
Attack on Titan,Jean Kirschtein,2013,2013
Attack on Titan,Levi,2013,2013
Attack on Titan,Mikasa Ackermann,2013,2013
Avatar: The Last Airbender,Aang,2005,2008
Avatar: The Last Airbender,Appa,2005,2008
Avatar: The Last Airbender,Azula,2005,2008
Avatar: The Last Airbender,Hakoda,2005,2008
Avatar: The Last Airbender,Katara,2005,2008
Avatar: The Last Airbender,Mai,2005,2008
Avatar: The Last Airbender,Prince Zuko,2005,2008
Avatar: The Last Airbender,Sokka,2005,2008
Avatar: The Last Airbender,Toph,2005,2008
Avatar: The Last Airbender,Uncle,2005,2008
Avengers Assemble,Black Panther,2013,2019
Avengers Assemble,Black Widow,2013,2019
Avengers Assemble,Captain America,2013,2019
Avengers Assemble,Falcon,2013,2019
Avengers Assemble,Hawkeye,2013,2019
Avengers Assemble,Hulk,2013,2019
Avengers Assemble,Iron Man,2013,2019
Avengers Assemble,J.A.R.V.I.S.,2013,2019
Avengers Assemble,Red Skull,2013,2019
Avengers Assemble,Thor,2013,2019
Avengers: United They Stand,Ant-Man,1999,2000
Avengers: United They Stand,Clint Barton,1999,2000
Avengers: United They Stand,Falcon,1999,2000
Avengers: United They Stand,Greer Grant Nelson,1999,2000
Avengers: United They Stand,Janet Van Dyne,1999,2000
Avengers: United They Stand,Scarlet Witch,1999,2000
Avengers: United They Stand,Sikorsky,1999,2000
Avengers: United They Stand,Simon Williams,1999,2000
Avengers: United They Stand,Ultron,1999,2000
Avengers: United They Stand,Vision,1999,2000
Axe Cop,Anita,2012,2015
Axe Cop,Axe Cop,2012,2015
Axe Cop,Book Cop's Dad,2012,2015
Axe Cop,Chemist 'M',2012,2015
Axe Cop,Chief of Police,2012,2015
Axe Cop,Flute Cop,2012,2015
Axe Cop,Grey Diamond,2012,2015
Axe Cop,Salesperson,2012,2015
Axe Cop,Sockarang,2012,2015
B: The Beginning,Brian Brandon,2018,2018
B: The Beginning,Eric Toga,2018,2018
B: The Beginning,Kaela Yoshinaga,2018,2018
B: The Beginning,Keith Kazama Flick,2018,2018
B: The Beginning,Lily Hoshina,2018,2018
B: The Beginning,Minatsuki,2018,2018
B: The Beginning,Yuna,2018,2018
Babar,Alexander,1989,2002
Babar,Babar,1989,2002
Babar,Cornelius,1989,2002
Babar,Isabelle,1989,2002
Babar,King Babar,1989,2002
Babar,Lady Rataxes,1989,2002
Babar,Pompadour,1989,2002
Babar,Queen Celeste,1989,2002
Babar,The Old Lady,1989,2002
Babar,Zephir,1989,2002
Baby Blues,Bizzy,2000,2002
Baby Blues,Carl Bitterman,2000,2002
Baby Blues,Darryl MacPherson,2000,2002
Baby Blues,Josie,2000,2002
Baby Blues,Kenny,2000,2002
Baby Blues,Melinda Bitterman,2000,2002
Baby Blues,Rex,2000,2002
Baby Blues,Rodney Bitterman,2000,2002
Baby Blues,Wanda MacPherson,2000,2002
Baby Blues,Zoe MacPherson,2000,2002
Baby Looney Tunes,Bugs,2002,2005
Baby Looney Tunes,Floyd,2002,2005
Baby Looney Tunes,Foghorn Leghorn,2002,2005
Baby Looney Tunes,Granny,2002,2005
Baby Looney Tunes,Guy on TV,2002,2005
Baby Looney Tunes,Lola,2002,2005
Baby Looney Tunes,Melissa,2002,2005
Baby Looney Tunes,Petunia,2002,2005
Baby Looney Tunes,Sylvester,2002,2005
Baby Looney Tunes,Taz,2002,2005
Babygayz,Kevin,2018,2018
Babygayz,Luis,2018,2018
Babygayz,Rob,2018,2018
Babygayz,Ty,2018,2018
Back at the Barnyard,Abby the Cow,2007,2011
Back at the Barnyard,Bessy the Cow,2007,2011
Back at the Barnyard,Duke the Dog,2007,2011
Back at the Barnyard,Freddy the Ferret,2007,2011
Back at the Barnyard,Mr. Beady,2007,2011
Back at the Barnyard,Mrs. Beady,2007,2011
Back at the Barnyard,Otis the Cow,2007,2011
Back at the Barnyard,Peck,2007,2011
Back at the Barnyard,Pig,2007,2011
Back at the Barnyard,Pip the Mouse,2007,2011
Back Street Girls,Aily,2018,2018
Back Street Girls,Aily Yamamoto,2018,2018
Back Street Girls,Chika,2018,2018
Back Street Girls,Chika Sugihara,2018,2018
Back Street Girls,Inugane,2018,2018
Back Street Girls,Mari,2018,2018
Back Street Girls,Mari Tachibana,2018,2018
Back Street Girls,Ryo,2018,2018
Back Street Girls,Ryo Tachibana,2018,2018
Back to the Future,Biff H. Tannen,1991,1993
Back to the Future,Clara Clayton Brown,1991,1993
Back to the Future,Dr. Emmett Brown,1991,1993
Back to the Future,Jules Erastosthenes Brown,1991,1993
Back to the Future,Martin Seamus 'Marty' McFly,1991,1993
Back to the Future,Series Regular,1991,1993
Back to the Future,Sheriff,1991,1993
Back to the Future,The Science Guy,1991,1993
Back to the Future,Verne Newton Brown,1991,1993
Bagpuss,Bagpuss,1974,1974
Bagpuss,Emily,1974,1974
Bagpuss,Gabriel the Toad,1974,1974
Bagpuss,Madeleine the Rag Doll,1974,1974
Bakemonogatari,Hitagi Senjogahara,2009,2010
Bakemonogatari,Karen Araragi,2009,2010
Bakemonogatari,Koyomi Araragi,2009,2010
Bakemonogatari,Mayoi Hachikuji,2009,2010
Bakemonogatari,Meme Oshino,2009,2010
Bakemonogatari,Nadeko Sengoku,2009,2010
Bakemonogatari,Senjogahara's Father,2009,2010
Bakemonogatari,Suruga Kanbaru,2009,2010
Bakemonogatari,Tsubasa Hanekawa,2009,2010
Bakemonogatari,Tsukihi Araragi,2009,2010
Baki,Baki,2018,2018
Baki,Kozue,2018,2018
Baki,Li,2018,2018
Baki,Retsu,2018,2018
Baki,Sikorsky,2018,2018
Bakugan Battle Brawlers,Billy,2007,2010
Bakugan Battle Brawlers,Dan,2007,2010
Bakugan Battle Brawlers,Dan's Dad,2007,2010
Bakugan Battle Brawlers,Drago,2007,2010
Bakugan Battle Brawlers,Gus Grav,2007,2010
Bakugan Battle Brawlers,Preyas,2007,2010
Bakugan Battle Brawlers,Runo,2007,2010
Bakugan Battle Brawlers,Shun Kazami,2007,2010
Bakugan Battle Brawlers,Takashi,2007,2010
Bakugan Battle Brawlers,Volt,2007,2010
Bakugan: Battle Planet,Dan Kouzo,2018,2018
Bakugan: Battle Planet,Dragonoid,2018,2018
Bakugan: Battle Planet,Gorthion,2018,2018
Bakugan: Battle Planet,Hydorous,2018,2018
Bakugan: Battle Planet,Lia Venegas,2018,2018
Bakugan: Battle Planet,Lightning,2018,2018
Bakugan: Battle Planet,Magnus,2018,2018
Bakugan: Battle Planet,Shun Kazami,2018,2018
Bakugan: Battle Planet,Trox,2018,2018
Bakugan: Battle Planet,Wynton Styles,2018,2018
Bakugan: Os Invasores Gandelianos,Airzel,2010,2012
Bakugan: Os Invasores Gandelianos,Dan,2010,2012
Bakugan: Os Invasores Gandelianos,Drago,2010,2012
Bakugan: Os Invasores Gandelianos,Emperor Barodius,2010,2012
Bakugan: Os Invasores Gandelianos,Gill,2010,2012
Bakugan: Os Invasores Gandelianos,Jesse Glenn,2010,2012
Bakugan: Os Invasores Gandelianos,Rafe,2010,2012
Bakugan: Os Invasores Gandelianos,Spatterix,2010,2012
Bakugan: Os Invasores Gandelianos,Worton,2010,2012
Bakugan: Os Invasores Gandelianos,Zenet Surrow,2010,2012
Ballmastrz 9009,Ace Ambling,2018,2018
Ballmastrz 9009,Baby Ball,2018,2018
Ballmastrz 9009,Bacchus LaBrute,2018,2018
Ballmastrz 9009,Crayzar,2018,2018
Ballmastrz 9009,Flypp Champion,2018,2018
Ballmastrz 9009,Gaz Digzy,2018,2018
Ballmastrz 9009,Krayzar,2018,2018
Ballmastrz 9009,Leto Otel,2018,2018
Ballmastrz 9009,Luna,2018,2018
Ballmastrz 9009,Milky van Montebag,2018,2018
Bananas in Pyjamas,Amy,1992,1992
Bananas in Pyjamas,B1,1992,1992
Bananas in Pyjamas,B2,1992,1992
Bananas in Pyjamas,Lulu,1992,1992
Bananas in Pyjamas,Morgan,1992,1992
Bananas in Pyjamas,Rat-in-a-Hat,1992,1992
Bananas in Pyjamas,Tolstoy,1992,1992
Barbie Dreamhouse Adventures,Barbie,2018,2018
Barbie Dreamhouse Adventures,Chelsea,2018,2018
Barbie Dreamhouse Adventures,George,2018,2018
Barbie Dreamhouse Adventures,Ken,2018,2018
Barbie Dreamhouse Adventures,Margaret,2018,2018
Barbie Dreamhouse Adventures,Nikki,2018,2018
Barbie Dreamhouse Adventures,Skipper,2018,2018
Barbie Dreamhouse Adventures,Stacie,2018,2018
Barbie Dreamhouse Adventures,Teresa,2018,2018
Barbie Dreamhouse Adventures,Trey Reardon,2018,2018
Barbie: Life in the Dreamhouse,Barbie,2012,2012
Barbie: Life in the Dreamhouse,Chelsea,2012,2012
Barbie: Life in the Dreamhouse,Grace,2012,2012
Barbie: Life in the Dreamhouse,Ken,2012,2012
Barbie: Life in the Dreamhouse,Midge,2012,2012
Barbie: Life in the Dreamhouse,Nikki,2012,2012
Barbie: Life in the Dreamhouse,Raquelle,2012,2012
Barbie: Life in the Dreamhouse,Ryan,2012,2012
Barbie: Life in the Dreamhouse,Skipper,2012,2012
Barbie: Life in the Dreamhouse,Teresa,2012,2012
Basilisk: The Kouga Ninja Scrolls,Akeginu,2005,2005
Basilisk: The Kouga Ninja Scrolls,Gennosuke Kouga,2005,2005
Basilisk: The Kouga Ninja Scrolls,Oboro Iga,2005,2005
Basilisk: The Kouga Ninja Scrolls,Yakushiji Tenzen,2005,2005
Batman Beyond,Barbara Gordon,1999,2001
Batman Beyond,Bruce Wayne,1999,2001
Batman Beyond,Chelsea,1999,2001
Batman Beyond,Dana Tan,1999,2001
Batman Beyond,Mary McGinnis,1999,2001
Batman Beyond,Matt McGinnis,1999,2001
Batman Beyond,Max,1999,2001
Batman Beyond,Nelson Nash,1999,2001
Batman Beyond,Terry McGinnis,1999,2001
Batman Beyond,Virtual Anchor,1999,2001
Batman Unlimited,Bane,2015,2016
Batman Unlimited,Batman,2015,2016
Batman Unlimited,Cheetah,2015,2016
Batman Unlimited,Green Arrow,2015,2016
Batman Unlimited,Joker,2015,2016
Batman Unlimited,Killer Croc,2015,2016
Batman Unlimited,Nightwing,2015,2016
Batman Unlimited,Red Robin,2015,2016
Batman Unlimited,Scarecrow,2015,2016
Batman Unlimited,Solomon Grundy,2015,2016
Batman: The Animated Series,Alfred Pennyworth,1992,1995
Batman: The Animated Series,Batman,1992,1995
Batman: The Animated Series,Commissioner James Gordon,1992,1995
Batman: The Animated Series,Detective Harvey Bullock,1992,1995
Batman: The Animated Series,Harley Quinn,1992,1995
Batman: The Animated Series,Harvey Dent,1992,1995
Batman: The Animated Series,Mayor Hamilton Hill,1992,1995
Batman: The Animated Series,Robin,1992,1995
Batman: The Animated Series,Summer Gleeson,1992,1995
Batman: The Animated Series,The Joker,1992,1995
Batman: The Brave and the Bold,10 year old Batman,2008,2011
Batman: The Brave and the Bold,Aquaman,2008,2011
Batman: The Brave and the Bold,Batman,2008,2011
Batman: The Brave and the Bold,Black Manta,2008,2011
Batman: The Brave and the Bold,Blue Beetle,2008,2011
Batman: The Brave and the Bold,Clock King,2008,2011
Batman: The Brave and the Bold,Doc Magnus,2008,2011
Batman: The Brave and the Bold,Green Arrow,2008,2011
Batman: The Brave and the Bold,Joker,2008,2011
Batman: The Brave and the Bold,Plastic Man,2008,2011
Battery,Eiji Nobunishi,2016,2016
Battery,Fumito Sawaguchi,2016,2016
Battery,Keita Higashidani,2016,2016
Battery,Ko Nagakura,2016,2016
Battery,Makoto Tomura,2016,2016
Battery,Nobuhiro Yoshisada,2016,2016
Battery,Seiha Harada,2016,2016
Battery,Shugo Kadowaki,2016,2016
Battery,Shunji Mizugaki,2016,2016
Battery,Takumi Harada,2016,2016
Battle for Dream Island,Balloony,2010,2010
Battle for Dream Island,Firey,2010,2010
Battle for Dream Island,Foldy,2010,2010
Battle for Dream Island,Gelatin,2010,2010
Battle for Dream Island,Lollipop,2010,2010
Battle for Dream Island,Nickel,2010,2010
Battle for Dream Island,Remote,2010,2010
Battle for Dream Island,Taco,2010,2010
Battle for Dream Island,Tennis Ball,2010,2010
Battle for Dream Island,Tree,2010,2010
Battlefield Friends,Admin,2012,2012
Battlefield Friends,Ammo Guy,2012,2012
Battlefield Friends,Engineer,2012,2012
Battlefield Friends,Girl Gamer,2012,2012
Battlefield Friends,Medic,2012,2012
Battlefield Friends,Noob,2012,2012
Battlefield Friends,Sniper,2012,2012
BattleTech: The Animated Series,Col. Miles 'Hawk' Hawkins,1994,1994
"Be Cool, Scooby-Doo!",Alien,2015,2018
"Be Cool, Scooby-Doo!",Alistair Leventhal,2015,2018
"Be Cool, Scooby-Doo!",Announcer,2015,2018
"Be Cool, Scooby-Doo!",Ape Man,2015,2018
"Be Cool, Scooby-Doo!",Baker,2015,2018
"Be Cool, Scooby-Doo!",Daphne Blake,2015,2018
"Be Cool, Scooby-Doo!",Fred Jones,2015,2018
"Be Cool, Scooby-Doo!",President Moon,2015,2018
"Be Cool, Scooby-Doo!",Shaggy Rogers,2015,2018
"Be Cool, Scooby-Doo!",Velma Dinkley,2015,2018
Beast Machines: Transformers,Blackarachnia,1999,2001
Beast Machines: Transformers,Botanica,1999,2001
Beast Machines: Transformers,Cheetor,1999,2001
Beast Machines: Transformers,Jetstorm,1999,2001
Beast Machines: Transformers,Megatron,1999,2001
Beast Machines: Transformers,Nightscream,1999,2001
Beast Machines: Transformers,Optimus Primal,1999,2001
Beast Machines: Transformers,Rattrap,1999,2001
Beast Machines: Transformers,Tankor,1999,2001
Beast Machines: Transformers,Thrust,1999,2001
Beast Wars: Guerreiros Virtuais,Blackarachnia,1996,1999
Beast Wars: Guerreiros Virtuais,Cheetor,1996,1999
Beast Wars: Guerreiros Virtuais,Inferno,1996,1999
Beast Wars: Guerreiros Virtuais,Megatron,1996,1999
Beast Wars: Guerreiros Virtuais,Optimus Primal,1996,1999
Beast Wars: Guerreiros Virtuais,Rattrap,1996,1999
Beast Wars: Guerreiros Virtuais,Rhinox,1996,1999
Beast Wars: Guerreiros Virtuais,Scorponok,1996,1999
Beast Wars: Guerreiros Virtuais,Tarantulas,1996,1999
Beast Wars: Guerreiros Virtuais,Terrorsaur,1996,1999
Beastars,Dom,2019,2019
Beastars,Els,2019,2019
Beastars,Haru,2019,2019
Beastars,Jack,2019,2019
Beastars,Kai,2019,2019
Beastars,Kibi,2019,2019
Beastars,Legoshi,2019,2019
Beastars,Louis,2019,2019
Beastars,Sanou,2019,2019
Beavis and Butt-Head,Beavis,1993,2011
Beavis and Butt-Head,Chinese Masseur,1993,2011
Beavis and Butt-Head,Cop,1993,2011
Beavis and Butt-Head,Daria Morgendorffer,1993,2011
Beavis and Butt-Head,Doctor,1993,2011
Beavis and Butt-Head,Earl,1993,2011
Beavis and Butt-Head,Mr. Hererra,1993,2011
Beavis and Butt-Head,Phil,1993,2011
Beavis and Butt-Head,Stewart Stevenson,1993,2011
Beavis and Butt-Head,Todd Ianuzzi,1993,2011
Beavis and Butt-Head: Revamped,Beavis,2018,2018
Beck: Mongolian Chop Squad,Beck,2004,2005
Beck: Mongolian Chop Squad,Chiba,2004,2005
Beck: Mongolian Chop Squad,Keith,2004,2005
Beck: Mongolian Chop Squad,Koyuki,2004,2005
Beck: Mongolian Chop Squad,Minami Maho,2004,2005
Beck: Mongolian Chop Squad,Minami Ryuusuke,2004,2005
Beck: Mongolian Chop Squad,Taira,2004,2005
Beck: Mongolian Chop Squad,Yoshito,2004,2005
Bee & Puppycat: Lazy in Space,Bee,2013,2013
Bee and PuppyCat,Bee,2013,2013
Bee and PuppyCat,Cardamon,2013,2013
Bee and PuppyCat,Cass,2013,2013
Bee and PuppyCat,Crab,2013,2013
Bee and PuppyCat,Deckard,2013,2013
Bee and PuppyCat,Farmer,2013,2013
Bee and PuppyCat,Omelette,2013,2013
Bee and PuppyCat,Pretty Patrick,2013,2013
Bee and PuppyCat,TempBot,2013,2013
Bee and PuppyCat,Toast,2013,2013
Beelzebub,Alaindelon,2011,2011
Beelzebub,Aoi Kunieda,2011,2011
Beelzebub,Beelzebub IV,2011,2011
Beelzebub,Hilda,2011,2011
Beelzebub,Shintaro Natsume,2011,2011
Beelzebub,Takayuki Furuichi,2011,2011
Beelzebub,Tatsumi Oga,2011,2011
Beetlejuice,Beetlejuice,1989,1991
Beetlejuice,Charles Deetz,1989,1991
Beetlejuice,Delia Deetz,1989,1991
Beetlejuice,Donnyjuice,1989,1991
Beetlejuice,Exorcist,1989,1991
Beetlejuice,Jacques LaLean,1989,1991
Beetlejuice,Lydia Deetz,1989,1991
Beetlejuice,Miss Shapen,1989,1991
Beetlejuice,Super Ego,1989,1991
Beetlejuice,The Monster Across the Street,1989,1991
BEM,Bela,2019,2019
BEM,Belo,2019,2019
BEM,Bem,2019,2019
BEM,Daryl,2019,2019
BEM,Dave,2019,2019
BEM,Dr. Recycle,2019,2019
BEM,Kevin,2019,2019
BEM,Roddy,2019,2019
BEM,Sonia,2019,2019
BEM,Woods,2019,2019
Ben & Holly's Little Kingdom,Barnaby Elf,2009,2009
Ben & Holly's Little Kingdom,Ben,2009,2009
Ben & Holly's Little Kingdom,Holly,2009,2009
Ben & Holly's Little Kingdom,King Thistle,2009,2009
Ben & Holly's Little Kingdom,Mister Elf,2009,2009
Ben & Holly's Little Kingdom,Mrs. Elf,2009,2009
Ben & Holly's Little Kingdom,Nanny Plum,2009,2009
Ben & Holly's Little Kingdom,Queen Thistle,2009,2009
Ben & Holly's Little Kingdom,Strawberry,2009,2009
Ben & Holly's Little Kingdom,Wise Old Elf,2009,2009
Ben 10,Ben Tennyson,2005,2008
Ben 10,Cannonbolt,2005,2008
Ben 10,Enoch,2005,2008
Ben 10,Four Arms,2005,2008
Ben 10,Grey Matter,2005,2008
Ben 10,Gwen Tennyson,2005,2008
Ben 10,Heatblast,2005,2008
Ben 10,Max Tennyson,2005,2008
Ben 10,Wildmutt,2005,2008
Ben 10,XLR8,2005,2008
Ben 10: Alien Force,Azmuth,2008,2010
Ben 10: Alien Force,Ben Tennyson,2008,2010
Ben 10: Alien Force,Big Ship,2008,2010
Ben 10: Alien Force,Gwen Tennyson,2008,2010
Ben 10: Alien Force,HighBreed,2008,2010
Ben 10: Alien Force,Humungousaur,2008,2010
Ben 10: Alien Force,Julie Yamamoto,2008,2010
Ben 10: Alien Force,Kevin Levin,2008,2010
Ben 10: Alien Force,Max Tennyson,2008,2010
Ben 10: Alien Force,Rath,2008,2010
Ben 10: Omniverse,Ben Tennyson,2012,2014
Ben 10: Omniverse,Crashhopper,2012,2014
Ben 10: Omniverse,Driba,2012,2014
Ben 10: Omniverse,Four Arms,2012,2014
Ben 10: Omniverse,Gwen Tennyson,2012,2014
Ben 10: Omniverse,Khyber,2012,2014
Ben 10: Omniverse,Magister Patelliday,2012,2014
Ben 10: Omniverse,Max Tennyson,2012,2014
Ben 10: Omniverse,Rook Blonko,2012,2014
Ben 10: Omniverse,Young Ben Tennyson,2012,2014
Ben 10: Ultimate Alien,Aggregor,2010,2012
Ben 10: Ultimate Alien,Azmuth,2010,2012
Ben 10: Ultimate Alien,Ben Tennyson,2010,2012
Ben 10: Ultimate Alien,Big Chill,2010,2012
Ben 10: Ultimate Alien,Gwen Tennyson,2010,2012
Ben 10: Ultimate Alien,Julie Yamamoto,2010,2012
Ben 10: Ultimate Alien,Kevin Levin,2010,2012
Ben 10: Ultimate Alien,Max Tennyson,2010,2012
Ben 10: Ultimate Alien,Natalie Tennyson,2010,2012
Ben 10: Ultimate Alien,Sir George,2010,2012
Benjamin Blümchen,Benjamin Blümchen,1988,1988
Benjamin Blümchen,Bürgermeister,1988,1988
Benjamin Blümchen,Herr Tierlieb,1988,1988
Benjamin Blümchen,Karla Kolumna,1988,1988
Benjamin Blümchen,Otto,1988,1988
Benjamin Blümchen,Pichler,1988,1988
Benjamin Blümchen,Rabe Gulliver,1988,1988
Benjamin Blümchen,Wärter Karl,1988,1988
Berserk,Caska,1997,1998
Berserk,Corkus,1997,1998
Berserk,Griffith,1997,1998
Berserk,Guts,1997,1998
Berserk,Judeau,1997,1998
Berserk,Void,1997,1998
Beverly Hills Teens,Bianca Dupree,1987,1987
Beverly Hills Teens,Brenda 'Switchboard' Andes,1987,1987
Beverly Hills Teens,Chester McTech,1987,1987
Beverly Hills Teens,Larke Tanner,1987,1987
Beverly Hills Teens,Pierce Thorndyke III,1987,1987
Beverly Hills Teens,Radley Coleman,1987,1987
Beverly Hills Teens,Tara Belle,1987,1987
Beverly Hills Teens,Thomas 'Gig' Josephson,1987,1987
Beverly Hills Teens,Troy Jeffries,1987,1987
Beverly Hills Teens,Wilshire Brentwood,1987,1987
Beware the Batman,Alfred Pennyworth,2013,2014
Beware the Batman,Anarky,2013,2014
Beware the Batman,Barbara Gordon,2013,2014
Beware the Batman,Batman,2013,2014
Beware the Batman,Dane Lisslow,2013,2014
Beware the Batman,Harvey Dent,2013,2014
Beware the Batman,Lady Shiva,2013,2014
Beware the Batman,Lieutenant James Gordon,2013,2014
Beware the Batman,Tatsu Yamashiro,2013,2014
Beware the Batman,Tobias Whale,2013,2014
Beyblade,Dizzi,2001,2005
Beyblade,DJ Jazzman,2001,2005
Beyblade,Dunga,2001,2005
Beyblade,Hilary,2001,2005
Beyblade,Kai,2001,2005
Beyblade,Kenny,2001,2005
Beyblade,Max Tate,2001,2005
Beyblade,Mr. Dickenson,2001,2005
Beyblade,Ray,2001,2005
Beyblade,Tyson Granger,2001,2005
Beyblade: Metal Fusion,Benkei,2009,2013
Beyblade: Metal Fusion,Coach Steel,2009,2013
Beyblade: Metal Fusion,Damien,2009,2013
Beyblade: Metal Fusion,Doji,2009,2013
Beyblade: Metal Fusion,Faust,2009,2013
Beyblade: Metal Fusion,Gingka,2009,2013
Beyblade: Metal Fusion,Masamune,2009,2013
Beyblade: Metal Fusion,Tithi,2009,2013
Beyblade: Metal Fusion,Wales,2009,2013
Beyblade: Metal Fusion,Yuki,2009,2013
Beyond the Boundary,Akihito Kanbara,2013,2013
Beyond the Boundary,Hiroomi Nase,2013,2013
Beyond the Boundary,Mirai Kuriyama,2013,2013
Beyond the Boundary,Mitsuki Nase,2013,2013
Beyond the Boundary,Sakura Inami,2013,2013
Beyond the Boundary,Shizuku Ninomiya,2013,2013
Big City Greens,Benny,2018,2018
Big City Greens,Bill Green,2018,2018
Big City Greens,Cricket Green,2018,2018
Big City Greens,Gloria,2018,2018
Big City Greens,Gramma Alice Green,2018,2018
Big City Greens,Nancy Green,2018,2018
Big City Greens,Officer Keys,2018,2018
Big City Greens,Remy,2018,2018
Big City Greens,Tilly Green,2018,2018
Big City Greens,Vasquez,2018,2018
Big Hero 6: The Series,Aunt Cass,2017,2021
Big Hero 6: The Series,Baymax,2017,2021
Big Hero 6: The Series,Bluff Dunder,2017,2021
Big Hero 6: The Series,Fred,2017,2021
Big Hero 6: The Series,Go Go,2017,2021
Big Hero 6: The Series,Hiro,2017,2021
Big Hero 6: The Series,Honey Lemon,2017,2021
Big Hero 6: The Series,Mini-Max,2017,2021
Big Hero 6: The Series,Professor Granville,2017,2021
Big Hero 6: The Series,Wasabi,2017,2021
Big Mouth,Andrew Glouberman,2017,2017
Big Mouth,Caleb,2017,2017
Big Mouth,Connie the Hormone Monstress,2017,2017
Big Mouth,Elliot Birch,2017,2017
Big Mouth,Ghost of Duke Ellington,2017,2017
Big Mouth,Jay Bilzerian,2017,2017
Big Mouth,Jessi Glaser,2017,2017
Big Mouth,Matthew MacDell,2017,2017
Big Mouth,Missy Foreman-Greenwald,2017,2017
Big Mouth,Nick Birch,2017,2017
Biker Mice from Mars,Charley,1993,1996
Biker Mice from Mars,Dr. Karbunkle,1993,1996
Biker Mice from Mars,Evil Eye Weevil,1993,1996
Biker Mice from Mars,Greasepit,1993,1996
Biker Mice from Mars,Hacka Lougie,1993,1996
Biker Mice from Mars,Lawrence Limburger,1993,1996
Biker Mice from Mars,Modo,1993,1996
Biker Mice from Mars,Napoleon Brie,1993,1996
Biker Mice from Mars,Throttle,1993,1996
Biker Mice from Mars,Vinnie,1993,1996
Bill & Ted's Excellent Adventures,"Bill S. Preston, Esq.",1990,1991
Bill & Ted's Excellent Adventures,Deacon Logan,1990,1991
Bill & Ted's Excellent Adventures,Detective Logan,1990,1991
Bill & Ted's Excellent Adventures,Little Richard,1990,1991
Bill & Ted's Excellent Adventures,Mary Jane,1990,1991
Bill & Ted's Excellent Adventures,Mr. Preston,1990,1991
